;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Relative permittivity at zero frequency;Relative permittivity at zero frequency_std
1368436;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;323.15;101.325;18.88;0.1888
1368437;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;328.15;101.325;18.37;0.1837
1368438;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.15;101.325;27.87;0.2787
1368439;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.15;101.325;27.13;0.2713
1368440;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.15;101.325;26.43;0.2643
1368441;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;318.15;101.325;25.76;0.2576
1368442;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;323.15;101.325;25.08;0.2508
1368443;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;328.15;101.325;24.57;0.2457
1441979;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.53;170.0;2.17781;0.0003
1441980;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.78;1140.0;2.34185;0.0003
1441981;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;320.66;1140.0;2.33114;0.0003
1441982;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.53;1140.0;2.32241;0.0003
1441983;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;2170.0;2.34366;0.0003
1441984;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;2170.0;2.32435;0.0003
1441985;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.35;2170.0;2.2919;0.0003
1441986;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.45;2170.0;2.25261;0.0003
1441987;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.69;2170.0;2.41272;0.0003
1441988;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.53;2170.0;2.18342;0.0003
1441990;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;3200.0;2.32625;0.0003
1441991;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;3200.0;2.34545;0.0003
1441992;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.77;4240.0;2.41409;0.0003
1441993;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;4240.0;2.34729;0.0003
1441994;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;4240.0;2.32811;0.0003
1441995;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.38;4240.0;2.29596;0.0003
1441996;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.45;4240.0;2.25717;0.0003
1441997;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.59;4240.0;2.18899;0.0003
1441999;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.38;6310.0;2.29992;0.0003
1442000;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.44;6310.0;2.26156;0.0003
1442001;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.81;6310.0;2.41721;0.0003
1442002;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;6310.0;2.33179;0.0003
1442003;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.61;6310.0;2.19431;0.0003
1442004;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;6310.0;2.35078;0.0003
1442006;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.52;8370.0;2.26578;0.0003
1442007;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.78;8370.0;2.35428;0.0003
1442008;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.83;8370.0;2.4202;0.0003
1442009;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.63;8370.0;2.19969;0.0003
1442010;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.39;8370.0;2.3038;0.0003
1442011;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.58;8370.0;2.33528;0.0003
1442013;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.54;12510.0;2.274;0.0003
1442014;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.41;12510.0;2.31127;0.0003
1442015;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.87;12510.0;2.42629;0.0003
1442016;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.65;12510.0;2.20969;0.0003
1442017;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.61;12510.0;2.34222;0.0003
1442018;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;12510.0;2.36095;0.0003
1442020;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.88;16100.0;2.43136;0.0003
1442021;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.68;16650.0;2.21925;0.0003
1442022;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.55;16650.0;2.28185;0.0003
1442023;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.9;16650.0;2.4322;0.0003
1442024;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;16650.0;2.3674;0.0003
1442025;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.41;16650.0;2.31844;0.0003
1442026;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.62;16650.0;2.34897;0.0003
1442028;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;19410.0;2.37152;0.0003
1442029;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;297.41;6919.0;2.3777;0.002
1442030;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;297.4;13927.0;2.3962;0.002
1442031;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;297.39;20942.0;2.4127;0.002
1442032;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;297.38;27906.0;2.4276;0.002
1442033;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;297.37;34905.0;2.443;0.002
1442034;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;297.37;41879.0;2.4564;0.002
1508850;je800593p;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;288.15;101.0;34.62;0.03
1508851;je800593p;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;293.15;101.0;33.6;0.03
1508852;je800593p;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.0;32.6;0.03
1508853;je800593p;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;303.15;101.0;31.65;0.03
1508854;je800593p;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;308.15;101.0;30.72;0.03
1508857;je800593p;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;288.15;101.0;25.92;0.03
1508858;je800593p;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;25.12;0.03
1508859;je800593p;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;24.35;0.03
1508860;je800593p;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;23.6;0.03
1508861;je800593p;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.0;22.87;0.03
1508864;je800593p;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;288.15;101.0;21.87;0.03
1508865;je800593p;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;101.0;21.15;0.03
1508866;je800593p;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;298.15;101.0;20.45;0.03
1508867;je800593p;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;303.15;101.0;19.78;0.03
1508868;je800593p;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;308.15;101.0;19.13;0.03
1508871;je800593p;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;288.15;101.0;21.22;0.03
1508872;je800593p;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;293.15;101.0;20.31;0.03
1508873;je800593p;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;298.15;101.0;19.43;0.03
1508874;je800593p;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;303.15;101.0;18.59;0.03
1508875;je800593p;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;308.15;101.0;17.79;0.03
1508878;je800593p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;288.15;101.0;19.01;0.03
1508879;je800593p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.0;18.28;0.03
1508880;je800593p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;17.58;0.03
1508881;je800593p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;16.91;0.03
1508882;je800593p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;16.26;0.03
1508885;je800593p;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;288.15;101.0;19.51;0.03
1508886;je800593p;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;293.15;101.0;18.71;0.03
1508887;je800593p;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;298.15;101.0;17.96;0.03
1508888;je800593p;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;303.15;101.0;17.23;0.03
1508889;je800593p;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;308.15;101.0;16.53;0.03
1553499;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;303.15;101.0;178.47;0.89235
1553500;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;313.15;101.0;163.788;0.81894
1553501;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;323.15;101.0;150.266;0.75133
1553502;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;333.15;101.0;137.94;0.6897
1553503;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;343.15;101.0;127.615;0.638075
1553504;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;353.15;101.0;118.132;0.59066
1553505;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;363.15;101.0;108.853;0.544265
1553506;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;373.15;101.0;100.73;0.50365
1553507;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;383.15;101.0;93.218;0.46609
1553508;je9002515;N-methylacetamide;CNC(C)=O;79-16-3;InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N;393.15;101.0;86.345;0.431725
1553519;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;303.15;101.0;38.67;0.19335
1553520;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;313.15;101.0;36.551;0.182755
1553521;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;323.15;101.0;34.678;0.17339
1553522;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;333.15;101.0;32.949;0.164745
1553523;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;343.15;101.0;31.458;0.15729
1553524;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;353.15;101.0;29.954;0.14977
1553525;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;363.15;101.0;28.578;0.14289
1553526;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;373.15;101.0;27.287;0.136435
1553527;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;383.15;101.0;26.074;0.13037
1553528;je9002515;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;393.15;101.0;24.923;0.124615
1575457;je900503p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.0;18.26;0.03
1575458;je900503p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;17.54;0.03
1575459;je900503p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;16.89;0.03
1575460;je900503p;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.0;15.45;0.03
1575482;je900503p;.gamma.-butyrolactone;O=C1CCCO1;187997-16-6;InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N;293.15;101.0;42.34;0.03
1575483;je900503p;.gamma.-butyrolactone;O=C1CCCO1;187997-16-6;InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N;298.15;101.0;41.64;0.03
1575484;je900503p;.gamma.-butyrolactone;O=C1CCCO1;187997-16-6;InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N;303.15;101.0;41.1;0.03
1575485;je900503p;.gamma.-butyrolactone;O=C1CCCO1;187997-16-6;InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N;313.15;101.0;39.92;0.03
1575486;je900503p;.gamma.-butyrolactone;O=C1CCCO1;187997-16-6;InChIKey=YEJRWHAVMIAJKC-UHFFFAOYSA-N;293.15;101.0;42.81;0.03
1713538;j.tca.2012.05.036;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;288.15;101.325;16.334;0.49002
1713539;j.tca.2012.05.036;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;293.15;101.325;15.736;0.47208
1713540;j.tca.2012.05.036;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;298.15;101.325;15.144;0.45432
1713541;j.tca.2012.05.036;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.15;101.325;14.565;0.43695
1713542;j.tca.2012.05.036;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.15;101.325;13.998;0.41994
1713551;j.tca.2012.05.036;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;288.15;101.325;1.975;0.05925
1713552;j.tca.2012.05.036;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;293.15;101.325;1.968;0.05904
1713553;j.tca.2012.05.036;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;298.15;101.325;1.961;0.05883
1713554;j.tca.2012.05.036;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;303.15;101.325;1.954;0.05862
1713555;j.tca.2012.05.036;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;308.15;101.325;1.947;0.05841
1713564;j.tca.2012.05.036;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;288.15;101.325;3.186;0.09558
1713565;j.tca.2012.05.036;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;293.15;101.325;3.145;0.09435
1713566;j.tca.2012.05.036;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;298.15;101.325;3.106;0.09318
1713567;j.tca.2012.05.036;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;303.15;101.325;3.068;0.09204
1713568;j.tca.2012.05.036;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;308.15;101.325;3.031;0.09093
1719428;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;293.15;101.0;44.5;0.89
1719429;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;298.15;101.0;44.0;0.88
1719430;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;303.15;101.0;43.4;0.868
1719431;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;308.15;101.0;42.8;0.856
1719432;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;313.15;101.0;42.2;0.844
1719433;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;318.15;101.0;41.6;0.832
1719434;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;323.15;101.0;41.1;0.822
1719435;j.tca.2012.10.004;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;328.15;101.0;40.4;0.808
1719452;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;293.15;101.0;22.9;0.458
1719453;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;298.15;101.0;22.4;0.448
1719454;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;303.15;101.0;21.8;0.436
1719455;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;308.15;101.0;21.3;0.426
1719456;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;313.15;101.0;20.8;0.416
1719457;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;318.15;101.0;20.3;0.406
1719458;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;323.15;101.0;19.8;0.396
1719459;j.tca.2012.10.004;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;328.15;101.0;19.3;0.386
1720174;j.tca.2012.10.024;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;293.15;101.325;15.739;0.47217
1720175;j.tca.2012.10.024;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;298.15;101.325;15.158;0.45474
1720176;j.tca.2012.10.024;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.15;101.325;14.579;0.43737
1720180;j.tca.2012.10.024;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;293.15;101.325;1.968;0.05904
1720181;j.tca.2012.10.024;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;298.15;101.325;1.961;0.05883
1720182;j.tca.2012.10.024;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;303.15;101.325;1.954;0.05862
1720189;j.tca.2012.10.024;dimethoxytetraglycol;COCCOCCOCCOCCOC;143-24-8;InChIKey=ZUHZGEOKBKGPSW-UHFFFAOYSA-N;293.15;101.325;7.939;0.23817
1720190;j.tca.2012.10.024;dimethoxytetraglycol;COCCOCCOCCOCCOC;143-24-8;InChIKey=ZUHZGEOKBKGPSW-UHFFFAOYSA-N;298.15;101.325;7.816;0.23448
1720191;j.tca.2012.10.024;dimethoxytetraglycol;COCCOCCOCCOCCOC;143-24-8;InChIKey=ZUHZGEOKBKGPSW-UHFFFAOYSA-N;303.15;101.325;7.692;0.23076
1728565;j.tca.2013.05.022;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;303.0;101.325;2.46;0.0492
